date,ano,section,title,url,palavras_chave,frame_predominante,area,abrangencia,instituicoes,pessoas
23/05/2025,2025,ciência,Cientistas criam lentes de contato que garantem 'supervisão',https://g1.globo.com/ciencia/noticia/2025/05/23/cientistas-criam-lentes-de-contato-que-garantem-supervisao.ghtml,"[""lentes de contato"", ""nanopartículas"", ""visão"", ""daltonismo"", ""tecnologia"", ""infravermelho""]",INOVACAO_TECNOLOGICA,Engenharias,NACIONAL,[],[]
24/05/2025,2025,ciência,Extinção de preguiças pode estar ligada a um superpredador,https://www1.folha.uol.com.br/ciencia/2025/05/extincao-de-preguicas-na-era-do-gelo-pode-estar-ligada-a-um-superpredador-os-humanos.shtml,"[""preguiças"", ""superpredador"", ""Homo sapiens"", ""árvore genealógica"", ""evolução"", ""Folivora"", ""Xenarthra"", ""América do Sul""]",DESCOBERTA_CIENTIFICA,Ciências Biológicas,NACIONAL,"[""USP""]","[""Daniel Casali"", ""Max Langer""]"
24/05/2025,2025,ciência,Cocô de pinguim cria nuvem e impacta clima antártico,https://www1.folha.uol.com.br/ciencia/2025/05/coco-de-pinguim-cria-nuvem-e-impacta-clima-na-antartida.shtml,"[""guano de pinguim"", ""nuvens"", ""amônia"", ""clima"", ""Antártida"", ""pinguins-de-adélia"", ""aerossol""]",DESCOBERTA_CIENTIFICA,Ciências Ambientais,INTERNACIONAL,"[""Universidade de Helsinque""]","[""Matthew Boyer""]"
24/05/2025,2025,ciência,terríveis voltaram da extinção? Cientista admite que volta de lobo extinto é falsa,https://www.bbc.com/portuguese/articles/c62973qwx4do,"[""lobo-terrível"", ""Colossal Biosciences"", ""desextinção"", ""modificações genéticas"", ""Beth Shapiro"", ""Richard Grenyer"", ""Universidade de Oxford"", ""Universidade de Otago""]",CONFLITO_E_CONTROVERSIA,Ciências Biológicas,INTERNACIONAL,"[""Colossal Biosciences"", ""Universidade de Oxford"", ""Universidade de Otago""]","[""Beth Shapiro"", ""Richard Grenyer"", ""Philip Seddon""]"
25/05/2025,2025,ciência,Austrália: a floresta 'mágica' de organismos que brilham à noite,https://www.bbc.com/portuguese/articles/c33158mz87lo,"[""bioluminescência"", ""organismos"", ""mudanças climáticas"", ""habitat"", ""Illawarra"", ""Austrália"", ""ecossistema"", ""David Finlay""]",RISCO_E_AMEACA,Ciências Biológicas,INTERNACIONAL,"[""Parque Nacional Macquarie Pass""]","[""David Finlay""]"
25/05/2025,2025,ciência,"Haenyeo, as lendárias mergulhadoras coreanas com vantagem genética que pode ajudar a tratar doenças",https://www.bbc.com/portuguese/articles/c5y65g7ej75o,"[""haenyeo"", ""mergulho"", ""genética"", ""doenças crônicas"", ""ilha de Jeju"", ""Patrimônio Cultural Imaterial"", ""tradição"", ""sociedade matriarcal""]",DESCOBERTA_CIENTIFICA,Interdisciplinar,NACIONAL,"[""Unesco""]",[]
25/05/2025,2025,ciência,Percy Fawcett sumiu na Amazônia em busca da cidade Z,https://www1.folha.uol.com.br/ciencia/2025/05/percy-fawcett-que-sumiu-ha-100-anos-estava-certo-sobre-antigas-populacoes-na-amazonia.shtml,"[""Percy Fawcett"", ""Amazônia"", ""civilização pré-colombiana"", ""arqueologia"", ""povos indígenas"", ""teosofia"", ""Atlântida""]",DESCOBERTA_CIENTIFICA,Ciências Humanas,NACIONAL,[],"[""Percy Harrison Fawcett"", ""David Grann""]"
25/05/2025,2025,meio ambiente,Refrigerantes sólidos são opção aos gases do ar-condicionado,https://g1.globo.com/meio-ambiente/noticia/2025/05/25/refrigerantes-solidos-surgem-como-opcao-aos-gases-poluentes-do-ar-condicionado.ghtml,"[""refrigerantes sólidos"", ""ar-condicionado"", ""gases poluentes"", ""eficiência energética"", ""Xavier Moya"", ""Universidade de Cambridge"", ""startup"", ""efeito barocalórico""]",INOVACAO_TECNOLOGICA,Engenharias,INTERNACIONAL,"[""Universidade de Cambridge"", ""UCL"", ""Conselho Europeu de Inovação""]","[""Xavier Moya"", ""Cliff Elwell""]"
25/05/2025,2025,blog longevidade: modo de usar,Como a aptidão para o estresse pode nos ajudar,https://g1.globo.com/bemestar/blog/longevidade-modo-de-usar/post/2025/05/25/como-a-aptidao-para-o-estresse-pode-nos-ajudar.ghtml,"[""estresse"", ""telômeros"", ""envelhecimento"", ""resiliência"", ""ansiedade"", ""mídias sociais"", ""gerações""]",DESCOBERTA_CIENTIFICA,Ciências da Saúde,NACIONAL,"[""Universidade Stanford""]","[""Elissa Epel"", ""Elizabeth Blackburn""]"
25/05/2025,2025,ciência,Ciência pode aprender com a arte sobre como vemos as cores,https://www1.folha.uol.com.br/ciencia/2025/05/o-que-a-ciencia-pode-aprender-com-os-artistas-sobre-como-vemos-as-cores.shtml,"[""percepção de cores"", ""Universidade da Califórnia"", ""lasers"", ""cones fotorreceptores"", ""daltonismo"", ""experiência subjetiva""]",DESCOBERTA_CIENTIFICA,Ciências Biológicas,INTERNACIONAL,"[""Universidade da Califórnia""]",[]
25/05/2025,2025,ciência,Cientista agora admite que volta de lobo extinto é falsa,https://www1.folha.uol.com.br/ciencia/2025/05/cientista-agora-admite-que-volta-de-lobo-extinto-e-falsa.shtml,"[""lobo-terrível"", ""Colossal Biosciences"", ""desextinção"", ""genética"", ""Beth Shapiro"", ""Richard Grenyer"", ""Philip Seddon""]",CONFLITO_E_CONTROVERSIA,Ciências Biológicas,INTERNACIONAL,"[""Colossal Biosciences"", ""Universidade de Oxford"", ""Universidade de Otago""]","[""Beth Shapiro"", ""Richard Grenyer"", ""Philip Seddon""]"
25/05/2025,2025,ciência,Missão da Nasa captura pioneira 'arco-íris espacial',https://www1.folha.uol.com.br/ciencia/2025/05/missao-da-nasa-captura-arco-iris-espacial-pela-primeira-vez.shtml,"[""Nasa"", ""missão espacial"", ""atmosfera solar"", ""vento solar"", ""coroa solar"", ""satélites"", ""heliosfera""]",DESCOBERTA_CIENTIFICA,Interdisciplinar,INTERNACIONAL,"[""Nasa""]",[]
26/05/2025,2025,ciência,Astrônomos observam galáxia avançando em direção a outra,https://www1.folha.uol.com.br/ciencia/2025/05/astronomos-observam-galaxias-avancando-em-direcao-a-outra-antes-de-fusao.shtml,"[""galáxias"", ""quasar"", ""buraco negro supermassivo"", ""formação de estrelas"", ""radiação"", ""nuvens moleculares"", ""Universo"", ""telescópios""]",DESCOBERTA_CIENTIFICA,Ciências Exatas e da Terra,INTERNACIONAL,"[""Instituto Ioffe"", ""Instituto de Astrofísica de Paris""]","[""Sergei Balashev"", ""Pasquier Noterdaeme""]"
26/05/2025,2025,ciência,Fungo mortal pode se espalhar com o aquecimento global,https://www1.folha.uol.com.br/ciencia/2025/05/fungos-mortais-podem-se-espalhar-pelo-mundo-com-o-aquecimento-global.shtml,"[""fungo"", ""Aspergillus"", ""mudanças climáticas"", ""infecções fúngicas"", ""saúde"", ""Norman van Rhijn"", ""Universidade de Manchester"", ""micologia""]",RISCO_E_AMEACA,Ciências da Saúde,INTERNACIONAL,"[""Wellcome Trust"", ""Universidade de Manchester"", ""Jardins Botânicos Reais de Kew""]","[""Norman van Rhijn""]"
26/05/2025,2025,ciência,IA já pode ter consciência? O que dizem os cientistas,https://www1.folha.uol.com.br/ciencia/2025/05/inteligencia-artificial-ja-pode-ter-consciencia-o-que-dizem-os-cientistas.shtml,"[""consciência"", ""inteligência artificial"", ""máquina dos sonhos"", ""pesquisa"", ""Universidade de Sussex"", ""experiência consciente"", ""cérebro humano""]",DESCOBERTA_CIENTIFICA,Interdisciplinar,INTERNACIONAL,"[""Universidade de Sussex""]",[]
26/05/2025,2025,saúde,Conheça os benefícios de fazer contato visual com desconhecidos,https://g1.globo.com/saude/noticia/2025/05/26/conheca-os-beneficios-de-fazer-contato-visual-com-desconhecidos.ghtml,"[""contato visual"", ""interação social"", ""solidão"", ""psicologia social"", ""atenção"", ""conexão social""]",IMPACTO_SOCIAL,Ciências Humanas,NACIONAL,"[""universidade""]","[""professor de psicologia social""]"
26/05/2025,2025,ciência,Inteligência artificial já pode ter consciência?,https://g1.globo.com/ciencia/noticia/2025/05/26/inteligencia-artificial-ja-pode-ter-consciencia-o-que-dizem-os-cientistas.ghtml,"[""inteligência artificial"", ""consciência"", ""máquina dos sonhos"", ""pesquisa"", ""Universidade de Sussex"", ""experiência consciente""]",INOVACAO_TECNOLOGICA,Interdisciplinar,INTERNACIONAL,"[""Universidade de Sussex""]",[]
26/05/2025,2025,ciência,Como era o som dos dinossauros?,https://www.bbc.com/portuguese/articles/cx2j7p9dy1ro,"[""dinossauros"", ""som"", ""vibração"", ""paleontologia"", ""comunicação"", ""fósseis"", ""Parasaurolophus""]",DESCOBERTA_CIENTIFICA,Ciências Biológicas,INTERNACIONAL,[],"[""Richard Gray""]"
26/05/2025,2025,ciência,Alimentação: comer cereais no café da manhã realmente faz bem à saúde?,https://www.bbc.com/portuguese/articles/cvg75xxz41go,"[""cereais"", ""café da manhã"", ""nutrição"", ""alimentos ultraprocessados"", ""John Harvey Kellogg"", ""saúde""]",EDUCACAO_E_EXPLICACAO_CIENTIFICA,Ciências da Saúde,INTERNACIONAL,"[""Sanatório de Battle Creek""]","[""John Harvey Kellogg""]"
26/05/2025,2025,ciência,Inteligência artificial já pode ter consciência? O que dizem os cientistas,https://www.bbc.com/portuguese/articles/cvgn98l6jmeo,"[""inteligência artificial"", ""consciência"", ""máquina dos sonhos"", ""pesquisa"", ""Universidade de Sussex"", ""cérebro humano"", ""experiência consciente""]",DESCOBERTA_CIENTIFICA,Interdisciplinar,INTERNACIONAL,"[""Universidade de Sussex""]","[""Pallab Ghosh""]"
26/05/2025,2025,ciência,palhaço sobre o estado dos oceanos,https://www.bbc.com/portuguese/articles/cq69m7g91g5o,"[""peixes-palhaço"", ""mudanças climáticas"", ""recifes de coral"", ""aquecimento global"", ""biodiversidade marinha"", ""stress térmico""]",DESCOBERTA_CIENTIFICA,Ciências Biológicas,INTERNACIONAL,"[""Universidade de Newcastle""]","[""Theresa Rueger""]"
27/05/2025,2025,ciência,Macaca atropelada vira referência genômica de projeto,https://www1.folha.uol.com.br/ciencia/2025/05/macaca-atropelada-vira-referencia-genomica-de-projeto-brasileiro.shtml,"[""maca-caiarara"", ""sequenciamento genético"", ""ICMBio"", ""conservação"", ""biodiversidade"", ""extinção"", ""genoma de referência"", ""IUCN""]",DESCOBERTA_CIENTIFICA,Ciências Biológicas,NACIONAL,"[""ICMBio"", ""ITV DS""]","[""Amely Branquinho Martins""]"
27/05/2025,2025,ciência,Família da Vinci: Estudo de DNA identifica 6 descendentes,https://www1.folha.uol.com.br/ciencia/2025/05/estudo-de-dna-identifica-seis-descendentes-vivos-de-leonardo-da-vinci.shtml,"[""Leonardo da Vinci"", ""DNA"", ""descendentes"", ""genealogia"", ""Universidade de Florença"", ""David Caramelli"", ""Alessandro Vezzosi"", ""tumba familiar""]",DESCOBERTA_CIENTIFICA,Interdisciplinar,INTERNACIONAL,"[""Universidade de Florença""]","[""David Caramelli"", ""Alessandro Vezzosi""]"
27/05/2025,2025,ciência,SpaceX prepara novo lançamento do Starship após explosões,https://www1.folha.uol.com.br/ciencia/2025/05/spacex-prepara-novo-lancamento-do-megafoguete-starship-apos-explosoes.shtml,"[""SpaceX"", ""Starship"", ""Elon Musk"", ""lançamento"", ""explosões"", ""meio ambiente"", ""Administração Federal de Aviação"", ""Texas""]",RISCO_E_AMEACA,Engenharias,INTERNACIONAL,"[""SpaceX"", ""Administração Federal de Aviação""]","[""Elon Musk"", ""Donald Trump""]"
27/05/2025,2025,ciência,"Núcleo da Terra abriga 99% do ouro, que está vazando",https://www1.folha.uol.com.br/ciencia/2025/05/nucleo-da-terra-abriga-mais-de-99-do-ouro-que-esta-vazando.shtml,"[""núcleo da Terra"", ""ouro"", ""rutênio-100"", ""geoquímica"", ""rochas vulcânicas"", ""magma vulcânico"", ""isótopos""]",DESCOBERTA_CIENTIFICA,Ciências Exatas e da Terra,INTERNACIONAL,"[""Universidade de Göttingen""]","[""Nils Messling""]"
27/05/2025,2025,ciência,SpaceX: Starship atinge trajetória esperada e depois falha,https://www1.folha.uol.com.br/ciencia/2025/05/starship-funciona-e-atinge-trajetoria-esperada-apos-a-decolagem.shtml,"[""SpaceX"", ""Starship"", ""Super Heavy"", ""lançamento"", ""teste"", ""foguete"", ""Boca Chica"", ""Texas""]",INOVACAO_TECNOLOGICA,Engenharias,INTERNACIONAL,"[""SpaceX""]",[]
27/05/2025,2025,blog longevidade: modo de usar,O risco real da síndrome do coração partido,https://g1.globo.com/bemestar/blog/longevidade-modo-de-usar/post/2025/05/27/o-risco-real-da-sindrome-do-coracao-partido.ghtml,"[""síndrome do coração partido"", ""cardiomiopatia de Takotsubo"", ""American Heart Association"", ""taxa de óbito"", ""complicações cardíacas"", ""gênero"", ""estresse""]",RISCO_E_AMEACA,Ciências da Saúde,INTERNACIONAL,"[""American Heart Association""]",[]
27/05/2025,2025,ciência,Estrutura à prova de fogo salva larvas em incêndio em MG,https://www1.folha.uol.com.br/ciencia/2025/05/estrutura-a-prova-de-fogo-salva-larvas-em-incendio-em-minas-gerais.shtml,"[""galhas"", ""gorgulho"", ""incêndios florestais"", ""sobrevivência"", ""ecologia"", ""Universidade Federal de Sergipe"", ""Solanum lycocarpum""]",DESCOBERTA_CIENTIFICA,Ciências Biológicas,NACIONAL,"[""Universidade Federal de Sergipe"", ""Universidade de Alberta""]","[""Jean Carlos Santos"", ""Nadir Erbilgin""]"
27/05/2025,2025,saúde,O que aconteceu com coração de homem que correu 366 maratonas,https://g1.globo.com/saude/noticia/2025/05/27/o-que-aconteceu-com-coracao-de-homem-que-correu-366-maratonas-consecutivas.ghtml,"[""maratonas"", ""coração"", ""Hugo"", ""Instituto do Coração"", ""avaliação"", ""esporte"", ""cardiologia""]",DESCOBERTA_CIENTIFICA,Ciências da Saúde,NACIONAL,"[""Instituto do Coração""]","[""Hugo"", ""Filippo Savioli""]"
27/05/2025,2025,ciência,Arqueólogos desenterram pão de 5.000 anos e recriam receita,https://g1.globo.com/ciencia/noticia/2025/05/27/arqueologos-na-turquia-desenterram-pao-de-5000-anos-e-ajudam-a-recriar-sua-receita-original.ghtml,"[""pão"", ""arqueologia"", ""Küllüoba"", ""Turquia"", ""civilização"", ""receita"", ""trigo"", ""história""]",DESCOBERTA_CIENTIFICA,Ciências Biológicas,NACIONAL,"[""Museu Arqueológico de Eskisehir""]","[""Murat Türkteki"", ""Deniz Sari"", ""Ayse Ünlüce""]"
27/05/2025,2025,ciência,Estudo de DNA acha seis descendentes vivos de Leonardo da Vinci,https://g1.globo.com/ciencia/noticia/2025/05/27/estudo-de-dna-acha-seis-descendentes-vivos-de-leonardo-da-vinci.ghtml,"[""DNA"", ""descendentes"", ""Leonardo da Vinci"", ""Universidade de Florença"", ""epigenética"", ""análise genética"", ""tumba familiar"", ""história""]",DESCOBERTA_CIENTIFICA,Interdisciplinar,INTERNACIONAL,"[""Universidade de Florença"", ""Universidade Rockefeller""]","[""David Caramelli"", ""Jesse H. Ausubel"", ""Agnese Sabato""]"
28/05/2025,2025,ciência,Neandertais: as revelações após descoberta da impressão digital 'mais antiga do mundo',https://www.bbc.com/portuguese/articles/cm2y7m47l8no,"[""impressão digital"", ""neandertais"", ""arte"", ""pigmento"", ""comportamento simbólico"", ""Universidade Complutense de Madri"", ""Segóvia""]",DESCOBERTA_CIENTIFICA,Interdisciplinar,INTERNACIONAL,"[""Universidade Complutense de Madri""]","[""Malu Cursino"", ""María de Andrés-Herrero"", ""David Álvarez Alonso"", ""Gonzalo Santonja""]"
28/05/2025,2025,ciência,Astrônomos identificaram um novo e estranho objeto na Via Láctea,https://g1.globo.com/ciencia/noticia/2025/05/28/astronomos-identificam-um-novo-e-estranho-objeto-na-via-lactea.ghtml,"[""raios X"", ""estrela de nêutrons"", ""anã branca"", ""transiente de rádio"", ""Universidade Curtin"", ""Observatório Chandra"", ""Via Láctea"", ""ASKAP J1832−091""]",DESCOBERTA_CIENTIFICA,Ciências Exatas e da Terra,INTERNACIONAL,"[""Universidade Curtin"", ""Nasa"", ""Observatório de Raios X Chandra""]","[""Ziteng Andy Wang""]"
28/05/2025,2025,ciência,O que impressão digital 'mais antiga do mundo' revela sobre os ne,https://g1.globo.com/ciencia/noticia/2025/05/28/o-que-impressao-digital-mais-antiga-do-mundo-revela-sobre-os-neandertais.ghtml,"[""neandertais"", ""impressão digital"", ""pigmento vermelho"", ""comportamento simbólico"", ""arte"", ""Universidade Complutense de Madri"", ""sítio arqueológico""]",DESCOBERTA_CIENTIFICA,Ciências Biológicas,INTERNACIONAL,"[""Universidade Complutense de Madri""]","[""María de Andrés-Herrero"", ""David Álvarez Alonso"", ""Gonzalo Santonja""]"
28/05/2025,2025,ciência,"Ouro está 'vazando' de dentro da Terra, diz pesquisa",https://g1.globo.com/ciencia/noticia/2025/05/28/ouro-esta-vazando-de-dentro-da-terra-diz-pesquisa.ghtml,"[""ouro"", ""núcleo da Terra"", ""manto terrestre"", ""rutênio-100"", ""geoquímica"", ""rochas vulcânicas"", ""metais preciosos""]",DESCOBERTA_CIENTIFICA,Ciências Exatas e da Terra,INTERNACIONAL,"[""Universidade de Göttingen""]","[""Nils Messling"", ""Willbold""]"
28/05/2025,2025,ciência,Galáxia com formato semelhante ao da Via Láctea é avistada,https://www1.folha.uol.com.br/ciencia/2025/05/astronomos-avistam-galaxia-com-formato-semelhante-ao-da-via-lactea.shtml,"[""galáxia"", ""Via Láctea"", ""formação galáctica"", ""J0107a"", ""telescópio James Webb"", ""Atacama Large Millimeter Array"", ""universo primitivo""]",DESCOBERTA_CIENTIFICA,Ciências Exatas e da Terra,INTERNACIONAL,"[""Nasa"", ""Observatório Astronômico Nacional do Japão"", ""Universidade de Shizuoka""]","[""Shuo Huang"", ""Toshiki Saito""]"
28/05/2025,2025,ciência,O que impressão digital 'mais antiga' diz dos neandertais,https://www1.folha.uol.com.br/ciencia/2025/05/o-que-impressao-digital-mais-antiga-do-mundo-revela-sobre-os-neandertais.shtml,"[""impressão digital"", ""neandertais"", ""arte"", ""pigmento"", ""comportamento simbólico"", ""Universidade Complutense de Madri"", ""Segóvia""]",DESCOBERTA_CIENTIFICA,Interdisciplinar,INTERNACIONAL,"[""Universidade Complutense de Madri""]","[""María de Andrés-Herrero"", ""David Álvarez Alonso"", ""Gonzalo Santonja""]"
28/05/2025,2025,ciência,James Webb capta primeiras galáxias do amanhecer cósmico,https://www1.folha.uol.com.br/ciencia/2025/05/telescopio-james-webb-capta-primeiras-galaxias-do-amanhecer-cosmico.shtml,"[""telescópio James Webb"", ""galáxias"", ""lente gravitacional"", ""amanhecer cósmico"", ""Agência Espacial Europeia"", ""Centro Nacional de Pesquisa Científica""]",DESCOBERTA_CIENTIFICA,Ciências Exatas e da Terra,INTERNACIONAL,"[""Centro Nacional de Pesquisa Científica"", ""Agência Espacial Europeia""]",[]
28/05/2025,2025,ciência,China lança missão para coletar amostras de asteroide,https://www1.folha.uol.com.br/ciencia/2025/05/china-lanca-missao-para-coletar-amostras-de-asteroide.shtml,"[""China"", ""Tianwen-2"", ""asteroide"", ""Long March 3B"", ""Xinhua"", ""Kamoʻoalewa"", ""programas espaciais"", ""Nasa""]",DESCOBERTA_CIENTIFICA,Interdisciplinar,INTERNACIONAL,"[""Xinhua"", ""Nasa""]",[]
29/05/2025,2025,ciência,Foguetes da SpaceX geram estrondos que desafiam físicos,https://www1.folha.uol.com.br/ciencia/2025/05/foguetes-da-spacex-produzem-estrondos-que-desafiam-fisicos.shtml,"[""SpaceX"", ""foguetes"", ""barulho"", ""Kent Gee"", ""acústica"", ""propulsores"", ""ruído sônico"", ""Universidade Brigham Young""]",RISCO_E_AMEACA,Interdisciplinar,INTERNACIONAL,"[""SpaceX"", ""Universidade Brigham Young"", ""Sociedade Acústica da América"", ""Nasa"", ""Firefly Aerospace"", ""United Launch Alliance""]","[""Kent Gee"", ""Makayle Kellison""]"
29/05/2025,2025,ciência,Cientista planetário analisa meteoro visto na China,https://g1.globo.com/ciencia/noticia/2025/05/29/energia-de-mini-bomba-atomica-diz-cientista-planetario-sobre-meteoro-visto-na-china.ghtml,"[""meteoro"", ""superbólido"", ""Marcelo De Cicco"", ""atmosfera"", ""cometas"", ""detritos"", ""bola de fogo""]",DESCOBERTA_CIENTIFICA,Ciências Exatas e da Terra,INTERNACIONAL,"[""EXOSS""]","[""Marcelo De Cicco""]"
29/05/2025,2025,ciência,Manuscrito sobre lenda do rei Arthur é encontrado,https://www1.folha.uol.com.br/ciencia/2025/05/o-manuscrito-perdido-ha-400-anos-sobre-a-lenda-do-rei-arthur-e-do-mago-merlin-que-foi-encontrado-dentro-de-um-livro.shtml,"[""manuscrito"", ""rei Arthur"", ""Merlin"", ""tecnologia"", ""Universidade de Cambridge"", ""francês antigo"", ""história medieval""]",INOVACAO_TECNOLOGICA,Interdisciplinar,INTERNACIONAL,"[""Universidade de Cambridge""]","[""Fabry-Tehranchi""]"
29/05/2025,2025,ciência,Novo planeta-anão no Sistema Solar pode ter sido achado,https://www1.folha.uol.com.br/ciencia/2025/05/astronomos-dizem-que-podem-ter-identificado-novo-planeta-anao-no-sistema-solar.shtml,"[""planeta-anão"", ""Sistema Solar"", ""cinturão de Kuiper"", ""astrônomos"", ""Instituto de Estudos Avançados"", ""telescópios"", ""descoberta""]",DESCOBERTA_CIENTIFICA,Ciências Exatas e da Terra,INTERNACIONAL,"[""Instituto de Estudos Avançados"", ""universidade canadense de Regina""]","[""Sihao Cheng"", ""Sam Deen"", ""Samantha Lawler""]"
29/05/2025,2025,ciência,Argentina: Cientista se veste de 'Eternauta' contra Milei,https://www1.folha.uol.com.br/ciencia/2025/05/cientistas-argentinos-se-vestem-de-o-eternauta-em-protesto-contra-javier-milei.shtml,"[""Eternauta"", ""Javier Milei"", ""Conicet"", ""Ciicti"", ""financiamento"", ""protesto"", ""ciência"", ""tecnologia""]",RISCO_E_AMEACA,Ciências da Saúde,NACIONAL,"[""Conicet"", ""Ciicti"", ""Inti""]","[""Silvina Romano""]"
29/05/2025,2025,ciência,"SpaceX: após 3ª missão fracassada seguida, está tudo dando errado para empresa de Elon Musk?",https://www.bbc.com/portuguese/articles/c0715xlvdy0o,"[""SpaceX"", ""Starship"", ""Elon Musk"", ""voo de teste"", ""propulsor reutilizado"", ""falhas"", ""tecnologia espacial""]",RISCO_E_AMEACA,Engenharias,INTERNACIONAL,"[""SpaceX"", ""Centro de Astrofísica da Harvard-Smithsonian""]","[""Jonathan McDowell""]"
29/05/2025,2025,ciência,As mães que lutam pela sobrevivência de seus filhos 10 anos após crise do zika: 'É a gente que segura uma a mão da outra',https://www.bbc.com/portuguese/articles/cm2612jey3qo,"[""microcefalia"", ""zika"", ""síndrome congênita"", ""Organização Mundial de Saúde"", ""Alagoas"", ""gestação"", ""mães"", ""deficiência""]",PERSONALIZACAO_E_HUMANIZACAO,Ciências da Saúde,NACIONAL,"[""Organização Mundial de Saúde""]","[""Anne Caroline Rosa""]"
29/05/2025,2025,ciência,Ossos de baleias viravam ferramentas no passado,https://www1.folha.uol.com.br/ciencia/2025/05/ferramentas-feitas-de-ossos-de-baleia-revelam-a-inventividade-de-povos-pre-historicos.shtml,"[""artefatos"", ""baleias"", ""ferramentas"", ""arqueologia"", ""povos pré-históricos"", ""Universidade Autônoma de Barcelona"", ""Krista McGrath"", ""Jean-Marc Pétillon""]",DESCOBERTA_CIENTIFICA,Ciências Biológicas,INTERNACIONAL,"[""Universidade Autônoma de Barcelona"", ""Centro Nacional Francês""]","[""Krista McGrath"", ""Jean-Marc Pétillon""]"
29/05/2025,2025,blog longevidade: modo de usar,Por que não se deve usar um linguajar infantilizado quando nos dirigimos aos idosos,https://g1.globo.com/bemestar/blog/longevidade-modo-de-usar/post/2025/05/29/por-que-nao-se-deve-usar-um-linguajar-infantilizado-quando-nos-dirigimos-aos-idosos.ghtml,"[""etarismo"", ""linguagem infantilizada"", ""idosos"", ""cuidadores"", ""demência"", ""interação"", ""treinamento""]",ETICA_E_MORALIDADE,Ciências Humanas,NACIONAL,"[""Universidade de Iowa"", ""Universidade do Kansas""]","[""Clarissa Shaw"", ""Kristine Williams""]"
29/05/2025,2025,ciência,Meteoro faz noite virar dia na China,https://g1.globo.com/ciencia/noticia/2025/05/29/moradores-avistam-bola-de-fogo-no-ceu-e-noite-vira-dia-em-provincia-na-china.ghtml,"[""meteoro"", ""bola de fogo"", ""Academia Chinesa de Ciências"", ""atmosfera"", ""energia"", ""Mar da China Meridional""]",DESCOBERTA_CIENTIFICA,Ciências Exatas e da Terra,INTERNACIONAL,"[""Academia Chinesa de Ciências"", ""Departamento de Gestão de Emergências de Maoming""]","[""Gou Lijun""]"
29/05/2025,2025,ciência,Manuscrito perdido há 400 anos sobre rei Arthur é encontrado,https://g1.globo.com/ciencia/noticia/2025/05/29/o-manuscrito-perdido-ha-400-anos-sobre-a-lenda-do-rei-arthur-e-do-mago-merlin-que-foi-encontrado-dentro-de-um-livro.ghtml,"[""manuscrito"", ""rei Arthur"", ""Merlin"", ""tecnologia"", ""Universidade de Cambridge"", ""francês antigo"", ""literatura medieval""]",DESCOBERTA_CIENTIFICA,Interdisciplinar,INTERNACIONAL,"[""Universidade de Cambridge""]","[""Fabry-Tehranchi""]"
29/05/2025,2025,ciência,Imagens inéditas mostram em detalhes o que acontece no Sol,https://g1.globo.com/ciencia/noticia/2025/05/29/imagens-ineditas-mostram-em-detalhes-o-que-acontece-no-sol-veja.ghtml,"[""chuva coronal"", ""plasma"", ""coroa solar"", ""campo magnético"", ""Observatório Solar Nacional"", ""Fundação Nacional de Ciências"", ""Instituto de Tecnologia de Nova Jersey""]",DESCOBERTA_CIENTIFICA,Ciências Exatas e da Terra,INTERNACIONAL,"[""Observatório Solar Nacional"", ""Fundação Nacional de Ciências"", ""Instituto de Tecnologia de Nova Jersey""]",[]
29/05/2025,2025,ciência,Clima: como primeira onda de frio do ano avança pelo Brasil e traz queda temperatura,https://www.bbc.com/portuguese/articles/c2kqny24k2ko,"[""onda de frio"", ""temperaturas"", ""Centro de Gerenciamento de Emergências Climáticas"", ""Climatempo"", ""Instituto Nacional de Meteorologia"", ""ciclone extratropical"", ""chuvas"", ""ventos""]",RISCO_E_AMEACA,Ciências Ambientais,NACIONAL,"[""Centro de Gerenciamento de Emergências Climáticas"", ""Climatempo"", ""Instituto Nacional de Meteorologia""]",[]
30/05/2025,2025,ciência,Como o espaço alivia (e depois piora) as dores na coluna,https://g1.globo.com/ciencia/noticia/2025/05/30/astronautas-da-nasa-estao-em-fisioterapia-ha-dois-meses-para-se-recuperar-de-missao-a-bordo-da-starliner.ghtml,"[""gravidade"", ""dores na coluna"", ""reabilitação"", ""NASA"", ""Starliner"", ""fisioterapia"", ""astronautas"", ""efeitos físicos""]",RISCO_E_AMEACA,Ciências da Saúde,NACIONAL,"[""NASA"", ""Boeing""]","[""Butch Wilmore"", ""Suni Williams""]"
30/05/2025,2025,ciência,Está tudo dando errado para empresa de Elon Musk?,https://g1.globo.com/ciencia/noticia/2025/05/30/spacex-apos-3a-missao-fracassada-seguida-esta-tudo-dando-errado-para-empresa-de-elon-musk.ghtml,"[""SpaceX"", ""Starship"", ""Elon Musk"", ""teste de voo"", ""propulsor reutilizado"", ""falhas"", ""tecnologia espacial""]",INOVACAO_TECNOLOGICA,Engenharias,NACIONAL,"[""SpaceX"", ""Centro de Astrofísica da Harvard-Smithsonian""]","[""Jonathan McDowell""]"
